Title,Price,Link
Blackhead Remover,$25,https://newyork.craigslist.org/que/ele/d/brooklyn-blackhead-remover/7442447011.html
NEW 85W Charger FOR Apple MacBook Pro A1425 A1502 A1398 A1436 MAGSAFE2,$25,https://newyork.craigslist.org/wch/ele/d/yonkers-new-85w-charger-for-apple/7442160128.html
NEW 85W Charger FOR Apple MacBook Pro A1226 A1297 A1260 A1150 MAGSAFE,$25,https://newyork.craigslist.org/wch/ele/d/yonkers-new-85w-charger-for-apple/7442159982.html
NEW 60W Charger FOR Apple MacBook Pro A1425 A1502 A1435 A1436 MAGSAFE2,$20,https://newyork.craigslist.org/wch/ele/d/yonkers-new-60w-charger-for-apple/7442159741.html
NEW 60W Charger FOR Apple MacBook Pro A1184 A1330 A1344 A1181 MAGSAFE,$20,https://newyork.craigslist.org/wch/ele/d/yonkers-new-60w-charger-for-apple/7442159587.html
PlayStation 5 Disc Edition. New/Sealed. -,$400,https://newyork.craigslist.org/mnh/ele/d/new-york-playstation-disc-edition-new/7445556154.html
HP 24V AC Power Adapter,$10,https://newyork.craigslist.org/mnh/ele/d/new-york-hp-24v-ac-power-adapter/7441264180.html
Interlink RemotePoint RF VP4810 Wireless Remote Control,$20,https://newyork.craigslist.org/mnh/ele/d/new-york-interlink-remotepoint-rf/7437945673.html
StarTech Db-9 Female Serial Cable (~6ft),$5,https://newyork.craigslist.org/mnh/ele/d/new-york-startech-db-female-serial/7438144959.html
Startech Phone Line (New),$5,https://newyork.craigslist.org/mnh/ele/d/new-york-startech-phone-line-new/7438144936.html
HP 32V/16V Printer AC Power Adapter,$5,https://newyork.craigslist.org/mnh/ele/d/new-york-hp-32v-16v-printer-ac-power/7438144983.html
Iomega SSW5 AC Power Adapter,$10,https://newyork.craigslist.org/mnh/ele/d/new-york-iomega-ssw5-ac-power-adapter/7438144921.html
Canon CB-2LSE Battery Charger,$10,https://newyork.craigslist.org/mnh/ele/d/new-york-canon-cb-2lse-battery-charger/7438141207.html
Vintage Boston Acoustics Multimedia Speaker,$40,https://newyork.craigslist.org/mnh/ele/d/new-york-vintage-boston-acoustics/7438141232.html
Dell Desktop USB 3.0 Hub Replicator,$10,https://newyork.craigslist.org/mnh/ele/d/new-york-dell-desktop-usb-30-hub/7438141170.html
Google Pixel 4A Full Body Rugged Case (Brand New),$10,https://newyork.craigslist.org/mnh/ele/d/new-york-google-pixel-4a-full-body/7438141183.html
Skull Candy In-Ear Headphones (Orange/Black) [New],$10,https://newyork.craigslist.org/mnh/ele/d/new-york-skull-candy-in-ear-headphones/7441254335.html
Tivo Tcd748000 Premiere XL DVR Lifetime,$250,https://newyork.craigslist.org/que/ele/d/queens-village-tivo-tcd-premiere-xl-dvr/7445564475.html
Startech DVI Digital Single Link to HDMI Cable,$10,https://newyork.craigslist.org/mnh/ele/d/new-york-startech-dvi-digital-single/7438131661.html
Logitech Speaker Remote Control,$10,https://newyork.craigslist.org/mnh/ele/d/new-york-logitech-speaker-remote-control/7438131454.html
Starlink DVI to HDMI Cable (~10ft),$10,https://newyork.craigslist.org/mnh/ele/d/new-york-starlink-dvi-to-hdmi-cable-10ft/7438120736.html
Mini Camera Drone (Custom Build),$15,https://newyork.craigslist.org/mnh/ele/d/new-york-mini-camera-drone-custom-build/7438119185.html
PNY External Power Bank,$10,https://newyork.craigslist.org/mnh/ele/d/new-york-pny-external-power-bank/7438119207.html
3.5m to TRS Adapter,$5,https://newyork.craigslist.org/mnh/ele/d/new-york-35m-to-trs-adapter/7438117864.html
Dynex External Battery,$10,https://newyork.craigslist.org/mnh/ele/d/new-york-dynex-external-battery/7438117845.html
Gigaware Printer USB Cable,$5,https://newyork.craigslist.org/mnh/ele/d/new-york-gigaware-printer-usb-cable/7438117828.html
HP Printer AC Power Adapter,$10,https://newyork.craigslist.org/mnh/ele/d/new-york-hp-printer-ac-power-adapter/7444506914.html
Geek Squad Ethernet Cable (~8ft.),$5,https://newyork.craigslist.org/mnh/ele/d/new-york-geek-squad-ethernet-cable-8ft/7444506935.html
Starlink USB A/B Printer Cable (~8ft),$10,https://newyork.craigslist.org/mnh/ele/d/new-york-starlink-usb-b-printer-cable/7444506972.html
Startech USB Male to USB Female XL Cable (~8ft),$5,https://newyork.craigslist.org/mnh/ele/d/new-york-startech-usb-male-to-usb/7444506991.html
MicroUSB to USB-C Mini-Adapter,$5,https://newyork.craigslist.org/mnh/ele/d/new-york-microusb-to-usb-mini-adapter/7444507010.html
Scuf Reflex Pro PS5 Controller RED NEW RELEASE,$420,https://newyork.craigslist.org/mnh/ele/d/new-york-scuf-reflex-pro-ps5-controller/7444145319.html
"43"" LG UHD Monitor 4k 43UN700",$600,https://newyork.craigslist.org/mnh/ele/d/new-york-43-lg-uhd-monitor-4k-43un700/7444145403.html
AIRPODS PRO BY APPLE,$70,https://newyork.craigslist.org/brk/ele/d/brooklyn-airpods-pro-by-apple/7445563699.html
Looking to trade a Sony Rx100 V,$500,https://newyork.craigslist.org/mnh/ele/d/new-york-looking-to-trade-sony-rx100/7439710530.html
AIRPODS PRO BY APPLE,$70,https://newyork.craigslist.org/brk/ele/d/brooklyn-airpods-pro-by-apple/7445563450.html
PS5 Console Covers With VENOM Skin,$30,https://newyork.craigslist.org/brx/ele/d/bronx-ps5-console-covers-with-venom-skin/7437200142.html
"LG 43"" 4K TV/Monitor - UN7300/UM7300A - Like New, in Box",$290,https://newyork.craigslist.org/mnh/ele/d/new-york-lg-43-4k-tv-monitor-un7300/7441239054.html
Vintage Philips Magnavox CD Player Clock Radio w/ Stereo Speakers,$40,https://newyork.craigslist.org/mnh/ele/d/new-york-vintage-philips-magnavox-cd/7445562065.html
Cayman HD-31 Bluetooth 5.1 Surround Sound - Home Theater,$200,https://newyork.craigslist.org/stn/ele/d/staten-island-cayman-hd-31-bluetooth-51/7445562042.html
Genuine Nintendo HDMI Cable,$10,https://newyork.craigslist.org/mnh/ele/d/new-york-genuine-nintendo-hdmi-cable/7445561965.html
Boltune BT-BH024 Bluetooth 5.0 Wireless In-Ear Headsets CVC 8.0,$29,https://newyork.craigslist.org/brk/ele/d/brooklyn-boltune-bt-bh024-bluetooth-50/7443776400.html
Ausdom AH2S Bluetooth Wireless On Ear Headphones with Mic Foldable NEW,$36,https://newyork.craigslist.org/brk/ele/d/brooklyn-ausdom-ah2s-bluetooth-wireless/7444695768.html
UV Light Sanitizer Box,$40,https://newyork.craigslist.org/brk/ele/d/brooklyn-uv-light-sanitizer-box/7443572285.html
Monster Achieve 100 AirLinks Wireless Bluetooth Earbuds TWS Stereo,$89,https://newyork.craigslist.org/brk/ele/d/brooklyn-monster-achieve-100-airlinks/7438056361.html
PowerA Wired Controller For Nintendo Switch GameCube Style - Black,$34,https://newyork.craigslist.org/brk/ele/d/brooklyn-powera-wired-controller-for/7440618812.html
Digital Voice Recorder,$30,https://newyork.craigslist.org/que/ele/d/brooklyn-digital-voice-recorder/7440109352.html
Smart Ultrasonic Cleaner,$90,https://newyork.craigslist.org/mnh/ele/d/new-york-smart-ultrasonic-cleaner/7445561076.html
Majority Atlas 20W Bluetooth Sound Bar Multi-Connection 8H Battery Lif,$42,https://newyork.craigslist.org/brk/ele/d/brooklyn-majority-atlas-20w-bluetooth/7435351564.html
Boltune BT-BH024 Bluetooth 5.0 Wireless In-Ear Headsets CVC 8.0,$29,https://newyork.craigslist.org/brk/ele/d/brooklyn-boltune-bt-bh024-bluetooth-50/7438914763.html
"TECNO Wireless Gaming Earbuds with Microphone, 50ms Ultra-Low Latency",$54,https://newyork.craigslist.org/brk/ele/d/brooklyn-tecno-wireless-gaming-earbuds/7435041231.html
Altec Lansing IMW269-BLK-BB Baby Boom Portable Speaker - Black,$29,https://newyork.craigslist.org/brk/ele/d/brooklyn-altec-lansing-imw269-blk-bb/7441041446.html
Mixcder T2 TWS Wireless Bluetooth 5.0 In-Ear Sports Earbuds 50Hrs Play,$43,https://newyork.craigslist.org/brk/ele/d/brooklyn-mixcder-t2-tws-wireless/7440176966.html
American Dynamics 19” Wall Monitor,$50,https://newyork.craigslist.org/mnh/ele/d/new-york-american-dynamics-19-wall/7443580809.html
BUGANI M83 40W Portable Bluetooth Waterproof Outdoor Speaker 40H Play,$76,https://newyork.craigslist.org/brk/ele/d/brooklyn-bugani-m83-40w-portable/7442055503.html
IPL Hair Removal,$90,https://newyork.craigslist.org/que/ele/d/brooklyn-ipl-hair-removal/7442281920.html
HP P241v 23.8-inch IPS LED Monitor,$70,https://newyork.craigslist.org/mnh/ele/d/new-york-hp-p241v-238-inch-ips-led/7444498082.html
OWC Mercury Rack Pro Drive Enclosure (x4 Bays),$180,https://newyork.craigslist.org/mnh/ele/d/new-york-owc-mercury-rack-pro-drive/7444500679.html
Western Digital My Book Studio Edition - External Drive (500GB),$40,https://newyork.craigslist.org/mnh/ele/d/new-york-western-digital-my-book-studio/7444499181.html
"Brother LC21BK Dual Black Inkjet Cartridges [New, Sealed]",$15,https://newyork.craigslist.org/mnh/ele/d/new-york-brother-lc21bk-dual-black/7444502050.html
Brother HL-L3210 Printer Paper Tray,$30,https://newyork.craigslist.org/mnh/ele/d/new-york-brother-hl-l3210-printer-paper/7444502080.html
"Brother Printer Genuine Belt Unit, BU223CL (New) ($125 online)",$50,https://newyork.craigslist.org/mnh/ele/d/new-york-brother-printer-genuine-belt/7444502098.html
Portable Charger with AC,$80,https://newyork.craigslist.org/que/ele/d/brooklyn-portable-charger-with-ac/7442341735.html
Zagg Mini USB Keyboard,$20,https://newyork.craigslist.org/mnh/ele/d/new-york-zagg-mini-usb-keyboard/7443557267.html
Fitbit Alta Usb Charger with Outlet Hub,$10,https://newyork.craigslist.org/mnh/ele/d/new-york-fitbit-alta-usb-charger-with/7443554019.html
DC 0.9 V-5V 600MA Power Bank Charger Step Up Boost Converter,$5,https://newyork.craigslist.org/mnh/ele/d/new-york-dc-09-5v-600ma-power-bank/7444719828.html
Belkin 6-Outlet Wall Surge Protector,$10,https://newyork.craigslist.org/mnh/ele/d/new-york-belkin-outlet-wall-surge/7442744226.html
DisplayPort to VGA Display Adapter Cable,$10,https://newyork.craigslist.org/mnh/ele/d/new-york-displayport-to-vga-display/7442744210.html
27-inch Thunderbolt monitor,$400,https://newyork.craigslist.org/fct/ele/d/riverside-27-inch-thunderbolt-monitor/7445560104.html
Microsoft Lifecam HD Webcam,$25,https://newyork.craigslist.org/mnh/ele/d/new-york-microsoft-lifecam-hd-webcam/7442744606.html
Amazon Basics A100 Multimedia Speakers,$10,https://newyork.craigslist.org/mnh/ele/d/new-york-amazon-basics-a100-multimedia/7442089562.html
Azteeg X3 Full Featured 3D Printer Controller v2.0,$50,https://newyork.craigslist.org/mnh/ele/d/new-york-azteeg-x3-full-featured-3d/7442084073.html
